190;168;280;200;455;172;78;344;198;241;38;474;373;33;171;376;191;291;197;462;166;146;271;336;366;21213
271;166;376;462;373;168;38;197;474;455;126;198;336;33;241;191;484;190;398;291;146;280;344;154;171;21294
154;400;17;471;336;233;420;26;80;168;45;212;47;171;450;410;92;445;404;406;175;334;476;353;166;21145
374;299;337;420;9;334;25;419;454;236;71;150;427;168;339;499;169;92;315;218;445;387;306;166;69;21093
455;148;126;168;198;38;280;171;33;462;277;376;373;291;190;191;366;49;82;78;271;497;412;336;166;21178
260;131;190;446;404;11;198;88;420;168;34;287;464;76;228;455;166;2;241;99;33;210;430;125;145;21138
25;248;39;455;204;154;259;237;168;284;420;155;426;295;243;394;326;470;334;337;484;1;218;389;471;20611
228;95;166;241;168;287;328;2;177;76;172;96;244;260;11;249;267;446;33;127;99;464;404;250;44;21233
33;146;148;168;197;166;474;336;280;154;198;136;98;359;455;373;15;190;322;462;241;259;291;344;76;21045
25;193;154;15;427;248;334;206;299;7;418;476;233;168;389;387;295;420;218;166;470;92;471;23;445;20981
189;169;218;267;42;301;492;442;138;120;377;269;131;420;298;44;289;200;143;479;71;418;260;397;55;21235
2;17;34;295;76;260;45;455;177;334;404;145;287;134;99;198;464;169;241;213;168;430;328;166;445;21222
354;389;67;262;39;349;403;42;8;492;135;431;16;411;25;259;1;263;268;100;75;472;81;409;178;21021
191;280;373;273;190;462;78;154;171;474;455;259;497;198;376;197;366;291;336;148;168;415;166;82;76;21039
166;336;78;474;168;259;344;291;271;33;280;455;191;190;198;171;277;152;415;98;197;376;373;462;497;21085
404;33;2;172;267;99;287;339;168;169;328;198;76;241;260;131;464;34;271;411;177;166;44;145;430;21214
418;131;184;220;173;277;484;337;153;34;93;450;206;112;488;248;25;394;445;442;188;270;419;435;464;21077
394;337;188;173;220;415;112;131;445;93;442;25;473;464;153;34;488;454;419;447;271;233;418;435;484;21192
284;248;34;464;455;326;420;470;2;210;484;256;389;404;295;237;435;99;162;445;198;334;25;154;168;21099
241;464;287;34;404;430;96;76;134;169;271;145;455;486;198;168;260;2;334;131;166;99;461;267;411;21239
154;148;271;442;78;171;484;241;38;455;291;336;33;126;168;462;200;334;284;233;166;198;280;376;373;21032
25;394;337;447;34;188;442;173;75;220;218;435;206;470;445;419;93;131;248;418;112;450;464;184;233;21010
445;76;34;334;241;99;429;295;273;260;455;88;166;45;134;168;210;423;404;2;464;420;145;169;198;21043
430;44;88;260;145;411;172;198;223;168;96;131;99;166;2;339;34;404;328;11;287;464;146;76;177;20967
81;8;268;111;42;424;211;472;146;135;93;411;262;39;75;5;1;409;492;277;104;431;76;230;21;20919
419;205;131;132;138;464;421;72;445;435;173;292;484;212;374;0;397;297;406;102;162;141;384;52;425;20973
287;260;168;389;125;34;145;11;76;127;166;241;228;198;464;411;455;96;99;430;328;223;2;172;446;21099
233;131;470;25;154;404;363;168;193;299;295;206;183;8;442;435;445;248;218;337;21;334;476;34;17;21021
153;393;193;400;311;337;269;399;430;37;131;161;187;324;423;116;146;151;357;9;391;229;320;230;130;21082
2;91;336;398;166;78;462;280;200;291;197;190;455;259;191;154;33;171;376;271;474;168;373;241;198;21075
