2;210;166;168;145;404;464;134;169;76;411;486;241;198;271;455;430;99;45;260;124;34;287;33;273;21488
5;196;116;357;324;391;320;69;400;70;354;454;393;161;337;146;430;341;151;118;92;36;311;313;19;21496
2;464;411;33;168;34;45;404;76;271;134;241;287;99;260;430;145;198;169;486;166;455;124;273;210;21488
25;419;418;248;218;173;206;445;112;34;442;435;184;488;131;464;337;153;484;220;233;470;394;93;188;21498
220;184;418;153;445;112;131;337;488;173;93;484;394;464;248;206;25;233;218;442;419;435;34;188;470;21498
127;450;220;435;21;386;131;99;421;233;406;445;143;168;476;206;34;183;442;275;418;464;93;105;470;21506
21;442;418;206;34;464;168;220;406;476;183;450;470;131;445;275;233;421;127;93;143;435;99;105;386;21506
2;411;210;33;34;404;241;99;287;145;464;273;76;134;169;166;168;430;455;260;198;45;124;486;271;21488
36;118;391;337;70;393;161;430;341;116;151;5;320;400;357;454;69;19;196;311;313;324;146;354;92;21496
2;34;404;134;169;260;99;198;411;166;464;287;145;210;271;168;76;45;455;273;486;241;124;430;33;21488
36;354;454;341;196;69;430;116;320;393;313;357;400;161;311;337;391;92;151;324;19;70;5;146;118;21496
125;223;228;411;260;169;168;198;404;166;328;287;34;96;44;430;339;241;2;99;88;177;76;145;11;21481
2;210;168;124;455;76;411;99;166;145;169;198;404;33;260;34;241;134;430;287;464;271;486;273;45;21488
143;435;450;93;220;445;442;476;421;105;21;34;131;418;464;99;275;406;206;168;386;233;127;183;470;21506
34;21;131;442;421;450;233;105;127;435;464;143;93;445;206;220;99;168;406;275;418;183;476;470;386;21506
2;104;418;76;34;273;271;464;260;168;386;404;281;429;493;356;99;321;131;93;21;172;138;105;268;21481
5;430;354;161;70;337;151;146;357;92;454;36;391;116;341;393;69;313;19;196;311;324;320;400;118;21496
34;220;173;464;112;206;233;131;93;484;445;153;337;394;184;442;25;218;248;435;488;419;418;188;470;21498
2;241;411;260;271;273;169;404;34;166;210;145;134;430;198;99;455;76;45;287;168;464;124;486;33;21488
21;104;464;271;2;93;138;356;404;321;76;429;131;493;386;273;418;168;34;105;268;99;260;281;172;21481
5;393;430;196;313;70;391;36;69;116;324;400;341;320;161;337;311;354;19;357;92;151;146;187;454;21496
2;268;93;99;273;321;404;168;104;260;271;429;105;76;34;386;21;172;493;418;464;131;138;281;356;21481
34;273;124;241;411;33;169;145;99;464;198;168;134;287;271;404;2;430;166;76;260;45;486;210;455;21488
5;324;354;313;391;337;341;393;36;161;430;400;151;70;196;118;146;320;357;69;116;19;92;311;454;21496
2;260;411;328;169;96;430;34;404;145;287;99;177;198;44;241;166;76;168;125;339;88;228;223;11;21481
21;386;168;34;476;127;131;421;464;275;418;99;442;406;183;206;445;105;233;450;435;143;93;470;220;21506
5;341;187;430;146;324;391;92;393;116;320;400;36;337;357;313;311;454;196;70;69;151;354;19;161;21496
25;173;418;447;271;429;220;394;188;373;233;442;464;334;213;153;445;275;473;454;34;484;131;477;93;21490
2;145;168;287;404;166;241;260;34;430;328;228;99;339;411;169;88;44;177;223;125;96;76;198;11;21481
5;69;430;357;320;116;324;146;196;337;391;161;454;313;118;151;341;393;311;19;400;354;36;70;92;21496
