221;265;48;52;334;159;274;113;321;336;271;116;186;453;14;24;439;78;74;306;7;367;382;36;250;20774
92;183;476;221;172;454;166;268;374;75;379;337;72;196;154;236;420;419;112;218;499;445;224;69;427;21001
181;392;498;463;474;253;319;15;30;336;443;157;265;49;173;200;42;330;478;266;340;143;147;300;310;21071
474;343;270;461;317;45;117;79;173;376;34;292;485;391;445;201;310;497;35;449;464;6;27;105;333;21021
355;193;396;57;93;242;464;472;79;453;114;426;14;58;6;325;267;342;479;314;467;477;293;241;288;20851
93;293;318;68;307;281;113;254;284;250;162;480;182;161;197;438;181;305;191;48;251;313;424;121;256;21015
214;136;181;262;292;338;344;495;442;21;464;88;146;496;472;144;498;351;290;272;311;404;164;356;244;20999
218;222;381;315;243;1;76;371;386;311;366;109;267;407;65;209;156;50;108;71;5;115;497;337;490;20931
42;74;299;343;272;67;239;211;197;160;48;142;106;103;290;207;205;341;35;31;184;482;196;274;439;21036
400;301;191;101;143;259;32;136;391;311;168;196;178;353;17;320;146;430;15;476;314;197;100;357;490;21086
183;481;329;443;42;340;123;147;336;210;127;18;432;392;88;265;474;330;218;243;15;310;485;463;391;21056
290;406;37;447;113;222;54;396;462;30;66;70;194;410;93;155;236;438;10;383;379;154;68;153;8;21105
249;38;66;187;96;386;392;34;138;254;399;172;348;407;95;261;129;415;42;194;422;220;71;320;393;21089
212;486;256;8;185;307;399;270;13;138;116;238;498;438;151;349;183;149;237;271;289;477;54;167;284;21050
217;112;218;497;256;138;170;115;495;296;16;133;44;446;13;453;288;251;117;464;118;483;205;84;69;21051
220;67;417;360;159;230;140;288;157;16;2;203;196;372;336;69;149;320;245;438;470;1;213;461;356;21206
303;339;221;169;188;335;260;463;299;41;179;258;275;32;33;143;94;217;166;368;106;86;136;484;53;20967
218;233;206;193;418;445;248;295;12;420;435;476;34;471;404;17;131;442;23;387;470;389;92;25;8;21140
203;181;224;444;330;288;483;426;120;16;407;331;40;48;273;256;117;429;150;74;59;99;439;338;438;21198
98;244;93;475;37;380;205;267;352;492;378;341;390;57;52;444;377;127;328;141;452;350;68;133;20;20917
87;269;90;222;375;21;158;189;261;393;418;267;8;291;278;405;386;180;15;187;464;66;289;272;441;21011
393;113;0;218;404;54;301;153;244;362;447;237;137;477;151;437;497;112;355;60;453;77;493;326;69;20998
401;464;301;499;149;495;81;168;296;353;205;44;256;453;483;78;189;170;115;19;359;312;428;363;466;21016
426;381;84;419;222;387;286;31;78;345;313;65;294;52;463;400;209;470;124;191;104;164;317;205;80;21193
134;469;448;196;49;128;460;446;42;473;367;491;283;429;350;47;255;173;41;114;477;108;485;363;250;20791
211;2;418;172;429;93;34;260;273;21;131;138;268;464;105;168;404;104;281;447;271;321;435;76;99;21090
195;322;92;404;127;312;223;290;489;240;264;50;393;199;60;124;15;222;382;421;56;61;51;346;206;20899
447;451;28;54;181;328;369;45;214;229;255;474;20;15;244;154;224;8;42;374;177;49;76;485;285;21308
213;292;327;108;261;119;311;248;401;123;274;406;424;67;101;254;288;318;392;312;150;491;45;431;230;20914
34;336;232;281;307;93;392;144;191;160;290;332;185;181;162;80;265;113;161;458;426;197;356;237;182;20673
413;140;200;472;303;334;166;244;496;123;247;351;356;16;284;344;197;422;164;292;142;248;39;262;415;21005
71;463;405;404;298;93;1;499;412;209;301;308;32;109;135;440;290;224;152;115;220;162;407;315;250;20913
