36;375;387;343;23;74;221;335;171;418;271;302;414;463;13;34;341;309;336;298;6;416;439;247;489;21475
5;311;313;393;19;320;430;391;400;337;354;161;196;70;341;146;357;324;69;36;151;118;116;454;92;21496
1;34;15;344;216;445;174;336;123;147;124;6;311;498;2;364;274;367;194;30;36;86;218;173;457;21406
15;110;447;28;229;45;54;100;76;321;149;471;49;320;214;369;417;224;244;285;42;154;84;98;73;21684
3;291;261;272;191;269;8;15;328;375;21;337;405;172;464;289;66;124;267;30;441;134;36;187;180;21487
6;480;415;185;499;165;276;100;241;332;271;157;341;176;64;313;17;180;133;110;320;73;452;58;208;21440
27;410;273;257;194;311;253;80;175;495;344;466;170;453;167;377;214;316;481;312;385;247;147;357;325;21540
1;491;177;328;480;196;32;446;11;445;158;284;37;342;209;57;191;213;142;324;119;159;96;404;31;21432
5;151;357;70;400;391;354;311;36;341;19;320;337;161;324;393;313;430;196;92;146;69;187;116;454;21496
8;201;478;302;361;342;72;376;209;69;460;180;255;185;79;259;378;277;54;23;482;67;114;346;77;21513
2;215;470;70;290;432;245;474;443;92;340;473;313;124;218;15;262;300;127;280;69;336;330;219;387;21412
15;244;149;28;447;229;320;54;76;73;224;471;98;369;214;45;42;49;100;285;110;417;321;84;154;21684
8;296;182;436;53;336;186;206;140;458;19;119;280;349;171;152;40;271;212;352;394;30;58;98;361;21507
3;272;8;291;441;191;405;124;269;337;267;66;30;328;289;21;15;134;464;375;187;180;172;261;36;21487
11;303;392;248;322;478;166;422;247;413;200;293;415;272;16;70;338;197;140;292;59;397;142;356;31;21520
1;207;140;447;424;454;250;446;348;480;392;32;311;429;495;96;159;119;71;191;11;147;60;108;34;21427
3;488;41;169;347;448;146;149;298;174;315;441;154;439;328;386;53;64;25;217;45;326;127;401;218;21495
5;151;161;391;313;393;19;430;320;146;357;400;337;70;116;118;311;354;36;324;69;196;92;341;454;21496
2;280;218;432;443;262;470;473;70;320;15;300;165;69;330;474;127;215;92;290;72;453;219;201;313;21431
4;492;154;236;252;369;28;370;162;242;320;124;70;185;157;483;423;393;222;478;85;339;8;167;15;21523
8;172;375;261;464;59;191;405;267;66;289;187;87;269;272;15;158;425;189;441;180;278;36;90;21;21469
10;226;232;112;186;185;462;280;58;53;332;375;237;290;470;103;271;212;303;151;336;30;252;334;269;21512
21;164;222;288;472;144;272;152;315;123;338;340;178;85;498;136;344;258;88;394;422;322;464;82;383;21489
1;311;340;367;120;333;427;32;238;246;236;91;383;251;411;315;96;379;90;71;377;57;65;118;160;21408
6;298;418;463;13;343;221;271;302;74;23;34;489;387;414;341;336;335;439;171;309;416;247;375;36;21475
25;484;394;445;153;131;206;233;173;435;112;337;442;419;464;93;34;184;220;488;218;188;248;470;418;21498
2;219;330;215;92;70;473;432;280;443;201;69;474;290;320;127;300;165;218;470;15;262;453;313;72;21431
8;369;485;27;417;154;229;492;54;328;244;320;177;155;236;393;42;350;15;423;347;352;20;214;447;21449
1;71;410;303;176;227;368;323;240;79;32;138;72;450;230;57;337;438;268;45;404;275;115;22;280;21459
7;449;346;170;93;303;311;338;353;248;161;47;83;318;218;382;443;68;46;179;81;492;227;147;322;21434
17;459;228;359;95;302;138;134;223;330;380;259;205;219;15;445;264;110;235;12;291;78;86;73;415;21550
31;124;345;470;313;286;209;400;80;84;463;294;164;167;52;408;317;419;205;78;104;210;426;381;41;21631
