285;95;218;237;69;167;493;10;112;477;151;42;470;14;0;113;254;325;404;11;127;60;153;16;252;21280
60;198;127;237;290;255;31;486;151;477;433;252;42;404;112;218;410;381;0;12;10;345;362;69;95;21270
303;290;181;237;53;252;304;302;103;112;486;345;186;271;477;358;14;217;185;226;444;10;151;116;127;21245
185;332;241;415;133;64;100;17;73;180;157;165;276;320;480;313;499;110;6;200;271;176;452;58;40;21239
394;341;280;436;206;247;349;343;211;257;180;271;44;109;171;207;455;58;212;358;53;369;40;31;122;21298
46;492;179;318;218;68;192;382;147;83;311;303;449;322;47;170;161;346;353;93;443;338;462;429;227;21307
103;127;426;218;462;375;252;332;151;69;42;470;303;232;477;185;112;237;345;226;290;186;198;10;47;21277
204;271;134;415;110;188;489;391;165;241;332;180;499;321;480;313;73;17;6;168;64;167;200;157;173;21265
0;112;477;69;167;10;252;74;42;345;185;198;95;237;127;60;470;202;14;285;218;151;325;404;116;21298
290;218;69;95;486;60;404;0;42;285;185;127;181;477;198;112;345;74;14;116;10;237;304;252;151;21246
453;292;127;337;484;412;144;26;409;183;490;156;271;314;211;361;362;60;44;14;266;162;22;360;386;21211
332;212;352;419;149;280;226;159;402;296;186;301;246;103;30;336;58;183;344;269;144;271;232;50;290;21285
185;14;470;69;42;112;151;252;237;60;95;404;198;0;10;218;74;167;382;294;285;97;300;345;477;21261
127;404;42;69;285;493;116;304;237;477;252;290;0;433;112;151;14;375;218;60;198;95;224;185;10;21322
237;53;375;332;151;212;13;43;470;112;334;10;185;271;103;186;252;280;303;462;58;232;336;30;290;21240
