255;249;447;490;229;49;15;80;28;369;194;76;154;224;42;285;45;396;374;320;471;435;443;192;270;21463
42;244;321;71;214;443;15;320;374;447;98;471;49;28;369;149;76;45;224;229;54;110;154;490;285;21308
427;236;272;435;8;15;154;491;320;447;76;183;70;285;66;270;113;229;72;471;437;44;292;120;79;21318
369;15;285;42;244;97;451;224;229;49;321;73;214;248;100;84;417;447;76;471;154;45;54;28;149;21357
155;10;401;323;393;16;27;444;219;352;392;417;229;217;264;493;492;322;347;328;20;154;157;203;43;21343
84;229;285;76;49;110;224;183;321;73;214;100;149;369;417;15;320;154;471;54;423;435;447;45;28;21371
93;8;54;396;30;16;492;155;248;483;290;133;438;199;37;113;451;406;379;154;410;445;495;153;70;21297
153;451;70;410;154;345;10;406;248;445;155;54;323;16;113;37;483;290;416;447;313;9;8;379;396;21364
224;214;185;242;490;49;110;321;229;285;352;15;320;212;244;73;474;45;447;154;76;28;471;42;369;21338
15;49;321;369;224;214;54;181;417;73;285;466;154;28;110;76;474;84;471;447;320;248;79;45;244;21328
370;242;369;85;51;478;157;28;154;236;252;185;393;167;212;423;15;320;162;222;8;124;483;492;339;21520
28;447;154;155;214;244;224;54;187;377;248;396;45;194;482;490;443;413;15;37;71;374;369;76;320;21322
229;274;27;15;447;101;443;374;255;393;80;490;192;471;320;28;76;154;45;270;435;249;49;194;369;21414
244;447;369;54;471;443;255;15;45;80;224;303;248;8;490;374;154;229;42;285;49;214;451;28;76;21300
435;369;229;320;154;70;447;8;54;63;492;461;28;124;236;110;45;485;27;214;423;393;471;85;15;21301
